-47.511, 23.484, 87.971
-47.562, 21.485, 82.989
-47.511, 19.485, 77.69
-47.33, 17.495, 72.004
-46.981, 15.527, 65.829
-46.365, 13.627, 59.02
-45.382, 11.895, 51.334
-43.922, 10.547, 42.297
-42.055, 9.869, 63.329
-40.063, 9.814, 84.083
-38.102, 10.191, 99.045
-36.211, 10.84, 108.478
-34.388, 11.66, 114.322
-32.62, 12.595, 118.045
-30.898, 13.611, 119.405
-29.217, 14.695, 121.488
-27.565, 15.822, 123.039
-25.939, 16.987, 123.701
-24.333, 18.178, 124.943
-22.74, 19.387, 125.58
-21.155, 20.608, 126.929
-19.572, 21.83, 124.091
-17.978, 23.038, 120.611
-16.369, 24.225, 123.733
-14.748, 25.397, 123.891
-13.11, 26.545, 124.045
-11.456, 27.669, 124.195
-9.786, 28.77, 124.341
-8.102, 29.849, 124.485
-6.405, 30.906, 124.485
-4.694, 31.942, 124.627
-2.971, 32.958, 124.768
-1.238, 33.956, 124.909
0.505, 34.937, 125.051
2.257, 35.902, 125.196
4.017, 36.851, 121.954
5.785, 37.786, 118.411
7.56, 38.708, 114.759
9.34, 39.619, 110.987
11.126, 40.52, 107.081
12.916, 41.412, 103.028
14.71, 42.297, 98.809
16.505, 43.178, 94.401
18.301, 44.057, 89.778
20.097, 44.938, 84.902
21.89, 45.825, 79.73
23.676, 46.723, 74.197
25.454, 47.64, 68.218
27.215, 48.588, 61.661
28.951, 49.581, 54.319
30.641, 50.65, 45.815
32.234, 51.857, 35.327
33.576, 53.328, 20
34.01, 55.232, 20
32.825, 56.712, 20
30.874, 57.083, 100.433
28.876, 57.02, 115.663
26.89, 56.783, 119.424
24.915, 56.468, 123.653
22.95, 56.1, 124.869
20.989, 55.704, 125.749
19.032, 55.293, 124.626
17.076, 54.873, 121.162
15.122, 54.449, 117.595
13.167, 54.026, 113.916
11.212, 53.605, 110.115
9.256, 53.19, 106.178
7.297, 52.783, 102.089
5.337, 52.385, 97.829
3.376, 51.996, 93.375
1.412, 51.616, 88.698
-0.555, 51.251, 83.76
-2.523, 50.899, 78.512
-4.494, 50.556, 72.887
-6.467, 50.23, 66.79
-8.443, 49.919, 60.078
-10.42, 49.618, 52.515
-12.4, 49.338, 43.66
-14.382, 49.071, 32.475
-16.366, 48.815, 32.475
-18.352, 48.585, 32.475
-20.34, 48.363, 32.475
-22.33, 48.162, 32.475
-24.321, 47.977, 32.475
-26.314, 47.806, 32.475
-28.308, 47.659, 32.475
-30.303, 47.519, 32.475
-32.301, 47.41, 32.475
-34.298, 47.307, 32.475
-36.296, 47.232, 32.475
-38.295, 47.168, 32.475
-40.295, 47.127, 32.475
-42.295, 47.101, 32.475
-44.295, 47.096, 32.475
-46.295, 47.108, 32.475
-48.294, 47.14, 32.475
-50.294, 47.189, 32.475
-52.292, 47.26, 32.475
-54.953, 47.373, 0
-54.953, 47.373, 0
-74.935, 48.227, 0
endData
212.9
127
200
-47.511, 23.484, -48.777, -3.717, -26.601, 16.776, -17.337, 23.513
-17.337, 23.513, 6.243, 41.198, 34.034, 48.777, 34.034, 54.672
34.034, 54.672, 34.595, 63.655, -1.055, 44.566, -54.953, 47.373
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"LVEJ8C67GE","x":-47.51059107208609,"y":23.483848366545338,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"OXso5WMrlB","x":-48.777026229272735,"y":-3.7166656726264478,"lock":false,"visible":true,"__type":"control"},{"uid":"UWwl6IbVr9","x":-26.600546762695007,"y":16.775524214211202,"lock":false,"visible":true,"__type":"control"},{"uid":"mdH9Yxb0st","x":-17.336954074124563,"y":23.512682533171525,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"J2XGeS85ux"},{"controls":[{"uid":"mdH9Yxb0st","x":-17.336954074124563,"y":23.512682533171525,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"AarDMZwXkR","x":6.243100042236568,"y":41.197723120442376,"lock":false,"visible":true,"__type":"control"},{"uid":"adUEHiaUe7","x":34.0338781079479,"y":48.777026229272735,"lock":false,"visible":true,"__type":"control"},{"uid":"xnlcive4Zm","x":34.0338781079479,"y":54.67203975836302,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"27UaopIGCc"},{"controls":[{"uid":"xnlcive4Zm","x":34.0338781079479,"y":54.67203975836302,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"NpfPCIPqvs","x":34.59530796786125,"y":63.65491751697679,"lock":false,"visible":true,"__type":"control"},{"uid":"FXKZMJC7b8","x":-1.0554881366371127,"y":44.56630227992253,"lock":false,"visible":true,"__type":"control"},{"uid":"Wi3DrsP1yZ","x":-54.9527546883197,"y":47.373451579489334,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[{"uid":"WJkLPUOh7n","xPos":0.5348837209302325,"yPos":1,"followBentRate":true},{"uid":"yvuRQS3kjq","xPos":0.5348837209302325,"yPos":1,"followBentRate":true},{"uid":"I3Ko2vmvy1","xPos":0.5348837209302325,"yPos":0.40295420144002636,"followBentRate":true},{"uid":"srk49SAeKo","xPos":0.5531914893617021,"yPos":0.11658535837015238,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"zmQTX3IamS"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":127},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":212.9},"name":"Path","uid":"dIDmgr8OXP","lock":false,"visible":true}]}
